"","agency_code","proj_code","s_id","o_id","h_no","samp_no","spec_id","o_latitude_GDA94","o_longitude_GDA94","o_date_desc","h_upper_depth","h_lower_depth","morphology","morphology_attribute","morphology_attribute_value"
"133","199","CAN","CP112","1","N/A","N/A","N/A",-30.1317558289,149.6178131104,"29081978","N/A","N/A","OBSERVATIONS","o_drainage","3"
"134","199","CAN","CP113","1","N/A","N/A","N/A",-29.8984203339,149.8844604492,"30081978","N/A","N/A","OBSERVATIONS","o_drainage","3"
"135","199","CAN","CP115","1","N/A","N/A","N/A",-30.1984233856,149.6511383057,"31081978","N/A","N/A","OBSERVATIONS","o_drainage","3"
"136","199","CAN","CP116","1","N/A","N/A","N/A",-30.215089798,149.6178131104,"31081978","N/A","N/A","OBSERVATIONS","o_drainage","3"
"137","199","CAN","CP117","1","N/A","N/A","N/A",-30.0317649841,148.6844787598,"02091978","N/A","N/A","OBSERVATIONS","o_drainage","3"
"138","199","CAN","CP118","1","N/A","N/A","N/A",-30.0984287262,149.0511474609,"02091978","N/A","N/A","OBSERVATIONS","o_drainage","3"
"139","199","CAN","CP119","1","N/A","N/A","N/A",-30.0150985718,148.5344848633,"02091978","N/A","N/A","OBSERVATIONS","o_drainage","3"
"140","199","CAN","CP120","1","N/A","N/A","N/A",-29.9651012421,148.251159668,"03091978","N/A","N/A","OBSERVATIONS","o_drainage","3"
"141","199","CAN","CP136","1","N/A","N/A","N/A",-35.1262168884,149.0567626953,"30051979","N/A","N/A","OBSERVATIONS","o_drainage","5"
"142","199","CAN","CP137","1","N/A","N/A","N/A",-35.1262168884,149.0567626953,"03011979","N/A","N/A","OBSERVATIONS","o_drainage","5"
"143","199","CAN","CP144","1","N/A","N/A","N/A",-31.9317722321,148.0845184326,"09061979","N/A","N/A","OBSERVATIONS","o_drainage","3"
"144","199","CAN","CP145","1","N/A","N/A","N/A",-31.9817733765,147.9511871338,"09061979","N/A","N/A","OBSERVATIONS","o_drainage","3"
"145","199","CAN","CP146","1","N/A","N/A","N/A",-32.0151100159,147.6178588867,"10061979","N/A","N/A","OBSERVATIONS","o_drainage","3"
"146","199","CAN","CP147","1","N/A","N/A","N/A",-32.1317749023,147.7011871338,"10061979","N/A","N/A","OBSERVATIONS","o_drainage","3"
"147","199","CAN","CP148","1","N/A","N/A","N/A",-31.7484416962,147.7345275879,"11061979","N/A","N/A","OBSERVATIONS","o_drainage","3"
"148","199","CAN","CP149","1","N/A","N/A","N/A",-31.4817752838,147.6845245361,"11061979","N/A","N/A","OBSERVATIONS","o_drainage","3"
"149","199","CAN","CP150","1","N/A","N/A","N/A",-30.8817749023,147.6345062256,"12061979","N/A","N/A","OBSERVATIONS","o_drainage","3"
"150","199","CAN","CP151","1","N/A","N/A","N/A",-30.7817687988,148.2344970703,"12061979","N/A","N/A","OBSERVATIONS","o_drainage","3"
"151","199","CAN","CP152","1","N/A","N/A","N/A",-31.0650997162,148.6011657715,"13061979","N/A","N/A","OBSERVATIONS","o_drainage","3"
"152","199","CAN","CP153","1","N/A","N/A","N/A",-31.4984302521,148.9678344727,"13061979","N/A","N/A","OBSERVATIONS","o_drainage","3"
"153","199","CAN","CP158","1","N/A","N/A","N/A",-33.582862854,150.7228240967,"07081979","N/A","N/A","OBSERVATIONS","o_drainage","6"
"154","199","CAN","CP159","1","N/A","N/A","N/A",-33.595085144,150.7236633301,"01011979","N/A","N/A","OBSERVATIONS","o_drainage","5"
"155","199","CAN","CP160","1","N/A","N/A","N/A",-33.5859184265,150.7442169189,"01011979","N/A","N/A","OBSERVATIONS","o_drainage","4"
"156","199","CAN","CP161","1","N/A","N/A","N/A",-33.6261940002,150.7778320313,"01011979","N/A","N/A","OBSERVATIONS","o_drainage","3"
"157","199","CAN","CP163","1","N/A","N/A","N/A",-30.1523151398,149.2030944824,"20111979","N/A","N/A","OBSERVATIONS","o_drainage","3"
"158","199","CAN","CP168","1","N/A","N/A","N/A",-30.1484260559,149.2011413574,"20061980","N/A","N/A","OBSERVATIONS","o_drainage","3"
"159","199","CAN","CP173","1","N/A","N/A","N/A",-30.2156467438,149.3403167725,"20111979","N/A","N/A","OBSERVATIONS","o_drainage","3"
"160","199","CAN","CP178","1","N/A","N/A","N/A",-30.1692581177,149.3847503662,"20111979","N/A","N/A","OBSERVATIONS","o_drainage","3"
"161","199","CAN","CP183","1","N/A","N/A","N/A",-30.1975898743,149.5158691406,"20111979","N/A","N/A","OBSERVATIONS","o_drainage","3"
"162","199","CAN","CP188","1","N/A","N/A","N/A",-30.1431446075,149.6269683838,"10061980","N/A","N/A","OBSERVATIONS","o_drainage","3"
"163","199","CAN","CP193","1","N/A","N/A","N/A",-30.1984233856,149.5844726563,"07051980","N/A","N/A","OBSERVATIONS","o_drainage","3"
"164","199","CAN","CP202","1","N/A","N/A","N/A",-35.1651039124,149.0512084961,"01011980","N/A","N/A","OBSERVATIONS","o_drainage","3"
"165","199","CAN","CP203","1","N/A","N/A","N/A",-36.1998291016,149.1762237549,"03121981","N/A","N/A","OBSERVATIONS","o_drainage","5"
"166","199","CAN","CP228","1","N/A","N/A","N/A",-34.5317993164,146.1845855713,"20011983","N/A","N/A","OBSERVATIONS","o_drainage","2"
"167","199","CAN","CP232","1","N/A","N/A","N/A",-35.1764907837,149.2901000977,"10041984","N/A","N/A","OBSERVATIONS","o_drainage","5"
"168","199","CAN","CP234","1","N/A","N/A","N/A",-35.1764907837,149.2901000977,"12041984","N/A","N/A","OBSERVATIONS","o_drainage","5"
"169","199","CAN","CP235","1","N/A","N/A","N/A",-36.6178855896,149.5442810059,"10091984","N/A","N/A","OBSERVATIONS","o_drainage","5"
"170","199","CAN","CP99","1","N/A","N/A","N/A",-34.6151313782,146.4179077148,"09101978","N/A","N/A","OBSERVATIONS","o_drainage","3"
"171","199","DE","C421","1","N/A","N/A","N/A",-30.3983974457,152.5344238281,"24111959","N/A","N/A","OBSERVATIONS","o_drainage","4"
"172","199","DE","C422","1","N/A","N/A","N/A",-30.2483978271,152.4844360352,"24111959","N/A","N/A","OBSERVATIONS","o_drainage","4"
"173","199","DE","C423","1","N/A","N/A","N/A",-30.3247871399,152.6069335938,"24111959","N/A","N/A","OBSERVATIONS","o_drainage","3"
"174","199","DE","C424","1","N/A","N/A","N/A",-30.3250637054,152.6005401611,"24111959","N/A","N/A","OBSERVATIONS","o_drainage","3"
"175","199","DE","C425","1","N/A","N/A","N/A",-30.5283985138,152.4010925293,"09121959","N/A","N/A","OBSERVATIONS","o_drainage","3"
"176","199","DE","C426","1","N/A","N/A","N/A",-30.5158996582,152.3127746582,"09121959","N/A","N/A","OBSERVATIONS","o_drainage","4"
"177","199","DE","C428","1","N/A","N/A","N/A",-30.426733017,152.3766479492,"09121959","N/A","N/A","OBSERVATIONS","o_drainage","3"
"178","199","DE","C429","1","N/A","N/A","N/A",-30.3822879791,152.4591522217,"10121959","N/A","N/A","OBSERVATIONS","o_drainage","5"
"179","199","DE","C430","1","N/A","N/A","N/A",-30.3108978271,152.6805419922,"17111959","N/A","N/A","OBSERVATIONS","o_drainage","4"
